method_id,group,display_name,episode_idx,episode_seed,success,final_coverage,episode_reward,episode_length,repeat_visit_ratio,done_reason,accessible_block_count,total_accessible_unknown_area,total_frontier_cluster_count,mean_block_area,local_frontier_coverage,local_frontier_block_area_mean,value_total_block_count_before_cap,value_packed_block_count,value_truncated_block_count,value_block_cap_hit_flag,value_total_entry_count_before_cap,value_packed_entry_count,value_truncated_entry_count,value_entry_cap_hit_block_count,value_entry_cap_hit_flag,value_max_frontier_clusters_per_block,value_mean_frontier_clusters_per_block,info_reward_sum,step_penalty_sum,recent_revisit_penalty_sum,turn_penalty_sum,timeout_penalty_sum,terminal_bonus_sum,delta_empty_sum,delta_obstacle_sum,empty_info_gain_sum,obstacle_info_gain_sum,weighted_obstacle_info_gain_sum,weighted_info_gain_sum,empty_info_reward_sum,obstacle_info_reward_sum,obstacle_info_contribution_ratio,recent_revisit_trigger_count,stall_trigger_count,zero_info_step_count,turn_ge_90_count,turn_135_count,turn_180_count,turn_penalty_weight_sum,timeout_flag,checkpoint_path
A,A,full_method_main,1,20259323,1,0.9545,172.48911758474483,182,0.07650273224043716,coverage_reached,5.4175825119018555,501.3461608886719,12.384614944458008,121.21845245361328,0.03923400864005089,0.4655570685863495,5.4175825119018555,5.4175825119018555,0.0,0.0,12.384614944458008,11.681318283081055,0.7032967209815979,0.2637362778186798,0.2637362778186798,5.934065818786621,2.905062437057495,157.3291175847451,-3.640000000000003,-0.4,-0.8000000000000004,0.0,20.0,1533.0,307.0,48.796905551975115,9.772113505842375,1.9544227011684745,50.75132825314361,151.2704072111229,6.058710373622276,0.03850978424485701,4.0,15.0,41.0,35.0,5.0,4.0,16.000000000000004,0.0,C:\Users\Dk\Desktop\SCI\DRL_PF\checkpoint_store\full_method_main\A_full_method.pt
A,A,full_method_main,2,20259324,1,0.9503,163.2718698806074,157,0.06962025316455696,coverage_reached,4.242038249969482,575.2993774414062,11.159235954284668,139.65013122558594,0.034981291741132736,0.5890392065048218,4.242038249969482,4.242038249969482,0.0,0.0,11.159235954284668,11.159235954284668,0.0,0.0,0.0,4.923566818237305,2.7205183506011963,148.42853654727395,-3.1400000000000023,-1.0999999999999999,-0.9166666666666671,0.0,20.0,1440.0,321.0,45.836623610465814,10.217747346499687,2.0435494692999363,47.88017307976581,142.09353319244417,6.335003354829808,0.042680494615077814,11.0,8.0,20.0,33.0,4.0,9.0,18.33333333333333,0.0,C:\Users\Dk\Desktop\SCI\DRL_PF\checkpoint_store\full_method_main\A_full_method.pt
A,A,full_method_main,3,20259325,1,0.9503,162.0284298854238,329,0.28484848484848485,coverage_reached,3.4012157917022705,365.9604797363281,8.927051544189453,112.06539916992188,0.020208287984132767,0.5567013025283813,3.4012157917022705,3.4012157917022705,0.0,0.0,8.927051544189453,8.927051544189453,0.0,0.0,0.0,4.285714149475098,2.6707191467285156,152.90842988542468,-6.579999999999948,-1.9000000000000006,-2.3999999999999986,0.0,20.0,1489.0,303.0,47.39634205276644,9.644789551368865,1.9289579102737713,49.32529996304021,146.92866036357606,5.979769521848699,0.03910686628807435,19.0,166.0,181.0,102.0,20.0,11.0,48.00000000000003,0.0,C:\Users\Dk\Desktop\SCI\DRL_PF\checkpoint_store\full_method_main\A_full_method.pt
A,A,full_method_main,4,20259326,1,0.9512,157.7044879153749,374,0.19466666666666665,coverage_reached,5.46256685256958,511.9625549316406,11.991978645324707,109.70018005371094,0.024294568225741386,0.300899863243103,5.46256685256958,5.46256685256958,0.0,0.0,11.991978645324707,11.991978645324707,0.0,0.0,0.0,5.852941036224365,2.44038724899292,150.71782124870754,-7.4799999999999285,-3.0000000000000013,-2.5333333333333328,0.0,20.0,1458.0,347.0,46.40958140559666,11.045353050577544,2.209070610115507,48.61865201571224,143.86970235734964,6.848118891358081,0.04543668979965963,30.0,125.0,207.0,98.0,24.0,15.0,50.66666666666672,0.0,C:\Users\Dk\Desktop\SCI\DRL_PF\checkpoint_store\full_method_main\A_full_method.pt
A,A,full_method_main,5,20259327,1,0.9523,165.88649731342494,199,0.03,coverage_reached,3.1959798336029053,457.04522705078125,6.356783866882324,154.5702667236328,0.03250948712229729,0.5241870880126953,3.1959798336029053,3.1959798336029053,0.0,0.0,6.356783866882324,6.356783866882324,0.0,0.0,0.0,3.281407117843628,2.1017587184906006,150.81649731342472,-3.980000000000003,-0.2,-0.7500000000000006,0.0,20.0,1464.0,322.0,46.60056733730697,10.24957833511806,2.0499156670236123,48.65048300433059,144.46175874565157,6.354738567773197,0.04213556660560063,2.0,24.0,44.0,39.0,6.0,0.0,15.000000000000005,0.0,C:\Users\Dk\Desktop\SCI\DRL_PF\checkpoint_store\full_method_main\A_full_method.pt
A,A,full_method_main,6,20259328,0,0.9144,124.54760345189972,600,0.2795341098169717,max_episode_steps,4.8466668128967285,369.4483337402344,14.591666221618652,88.62244415283203,0.01393424067646265,0.15268972516059875,4.8466668128967285,4.8466668128967285,0.0,0.0,14.591666221618652,14.546667098999023,0.04500000178813934,0.028333334252238274,0.028333334252238274,5.171666622161865,3.1170687675476074,151.23093678523605,-11.999999999999833,-3.1000000000000014,-3.5833333333333286,-8.0,0.0,1470.0,313.0,46.791553269017264,9.963099437552655,1.9926198875105283,48.78417315652777,145.05381513395344,6.177121651282649,0.04084562181913093,31.0,400.0,455.0,133.0,30.0,26.0,71.6666666666667,1.0,C:\Users\Dk\Desktop\SCI\DRL_PF\checkpoint_store\full_method_main\A_full_method.pt
A,A,full_method_main,7,20259329,1,0.9521,169.35456697797815,148,0.006711409395973154,coverage_reached,5.952702522277832,489.89190673828125,14.851351737976074,111.85926818847656,0.03871728852391243,0.5993932485580444,5.952702522277832,5.952702522277832,0.0,0.0,14.851351737976074,14.13513469696045,0.7162162065505981,0.2432432472705841,0.2432432472705841,7.054054260253906,3.1465566158294678,152.9479003113114,-2.960000000000002,-0.1,-0.5333333333333333,0.0,20.0,1475.0,375.0,46.950708212109134,11.936620731892154,2.3873241463784307,49.33803235848756,145.54719545753844,7.400704853773139,0.04838709677419353,1.0,0.0,4.0,26.0,4.0,1.0,10.666666666666668,0.0,C:\Users\Dk\Desktop\SCI\DRL_PF\checkpoint_store\full_method_main\A_full_method.pt
A,A,full_method_main,8,20259330,0,0.9431,126.99290142958544,600,0.2878535773710483,max_episode_steps,8.001667022705078,324.6000061035156,17.406665802001953,48.90937423706055,0.015544217079877853,0.3049725890159607,8.001667022705078,8.001667022705078,0.0,0.0,17.406665802001953,17.043333053588867,0.3633333444595337,0.1550000011920929,0.1550000011920929,6.070000171661377,2.403357982635498,155.05956809625465,-11.999999999999833,-3.800000000000002,-4.2666666666666595,-8.0,0.0,1497.0,372.0,47.65098996171347,11.84112776603702,2.368225553207404,50.019215514920894,147.7180688813119,7.341499214942954,0.04734631538755249,38.0,382.0,441.0,164.0,50.0,21.0,85.3333333333333,1.0,C:\Users\Dk\Desktop\SCI\DRL_PF\checkpoint_store\full_method_main\A_full_method.pt
A,A,full_method_main,9,20259331,1,0.9514,147.12785108450817,571,0.31643356643356646,coverage_reached,2.884413242340088,663.5306396484375,5.299474716186523,243.80401611328125,0.011095623485744,0.4320337176322937,2.884413242340088,2.884413242340088,0.0,0.0,5.299474716186523,5.299474716186523,0.0,0.0,0.0,3.39404559135437,1.8833627700805664,148.23118441783993,-11.419999999999845,-5.1999999999999975,-4.483333333333325,0.0,20.0,1436.0,331.0,45.70929965599237,10.53605723268348,2.1072114465366942,47.81651110252907,141.69882893357615,6.53235548426376,0.04406869924111312,52.0,385.0,413.0,171.0,40.0,29.0,89.66666666666659,0.0,C:\Users\Dk\Desktop\SCI\DRL_PF\checkpoint_store\full_method_main\A_full_method.pt
A,A,full_method_main,10,20259332,0,0.9028,120.52913026608918,600,0.34608985024958405,max_episode_steps,5.670000076293945,477.4849853515625,9.90333366394043,116.39777374267578,0.013038549572229385,0.25693660974502563,5.670000076293945,5.670000076293945,0.0,0.0,9.90333366394043,9.893333435058594,0.009999999776482582,0.009999999776482582,0.009999999776482582,3.7166666984558105,2.1390581130981445,151.86246359942467,-11.999999999999833,-5.899999999999995,-5.433333333333321,-8.0,0.0,1477.0,310.0,47.01437018934589,9.867606471697517,1.9735212943395017,48.987891483685395,145.74454758697226,6.117916012452462,0.04028589993502277,59.0,383.0,465.0,195.0,47.0,42.0,108.66666666666671,1.0,C:\Users\Dk\Desktop\SCI\DRL_PF\checkpoint_store\full_method_main\A_full_method.pt
A,A,full_method_main,11,20259333,1,0.9515,162.5542850364681,270,0.07380073800738007,coverage_reached,5.981481552124023,466.3814697265625,11.45555591583252,123.87480926513672,0.02526245079934597,0.42942309379577637,5.981481552124023,5.981481552124023,0.0,0.0,11.45555591583252,11.451851844787598,0.003703703638166189,0.003703703638166189,0.003703703638166189,3.896296262741089,2.4701321125030518,149.98761836980214,-5.399999999999973,-1.0999999999999999,-0.933333333333334,0.0,20.0,1456.0,320.0,46.34591942835993,10.185916357881311,2.037183271576261,48.3831026999362,143.67235022791576,6.315268141886415,0.04210526315789479,11.0,73.0,115.0,40.0,8.0,4.0,18.666666666666668,0.0,C:\Users\Dk\Desktop\SCI\DRL_PF\checkpoint_store\full_method_main\A_full_method.pt
A,A,full_method_main,12,20259334,1,0.9503,164.25816286181495,189,0.015789473684210527,coverage_reached,3.9894180297851562,447.54498291015625,9.132275581359863,124.12196350097656,0.03121813014149666,0.5111772418022156,3.9894180297851562,3.9894180297851562,0.0,0.0,9.132275581359863,9.132275581359863,0.0,0.0,0.0,3.904761791229248,2.450528860092163,148.7048295284815,-3.780000000000003,0.0,-0.6666666666666669,0.0,20.0,1441.0,330.0,45.86845459908425,10.50422624406509,2.1008452488130187,47.96929984789727,142.19220925716118,6.512620271320362,0.04379562043795621,0.0,15.0,38.0,34.0,6.0,0.0,13.333333333333332,0.0,C:\Users\Dk\Desktop\SCI\DRL_PF\checkpoint_store\full_method_main\A_full_method.pt
A,A,full_method_main,13,20259335,1,0.9549,177.0884492764306,127,0.0078125,coverage_reached,2.7086613178253174,478.4881896972656,9.354331016540527,213.02122497558594,0.044423021376132965,0.6399010419845581,2.7086613178253174,2.7086613178253174,0.0,0.0,9.354331016540527,9.330708503723145,0.023622047156095505,0.023622047156095505,0.023622047156095505,5.598425388336182,4.027333736419678,160.11178260976382,-2.540000000000002,-0.1,-0.3833333333333333,0.0,20.0,1560.0,313.0,49.656342244671336,9.963099437552653,1.992619887510529,51.648962132181886,153.9346609584812,6.177121651282647,0.038580056699124884,1.0,0.0,1.0,21.0,0.0,1.0,7.666666666666664,0.0,C:\Users\Dk\Desktop\SCI\DRL_PF\checkpoint_store\full_method_main\A_full_method.pt
A,A,full_method_main,14,20259336,1,0.955,172.6720772326192,180,0.04419889502762431,coverage_reached,5.3222222328186035,438.4055480957031,13.127778053283691,131.19503784179688,0.044507429003715515,0.6154546737670898,5.3222222328186035,5.3222222328186035,0.0,0.0,13.127778053283691,12.772222518920898,0.35555556416511536,0.20555555820465088,0.20555555820465088,6.733333110809326,3.432708501815796,157.60541056595267,-3.6000000000000028,-0.5,-0.833333333333334,0.0,20.0,1520.0,386.0,48.38310269993617,12.286761606694327,2.4573523213388664,50.84045502127507,149.98761836980222,7.617792196150485,0.0483345855246682,5.0,2.0,21.0,37.0,3.0,5.0,16.66666666666667,0.0,C:\Users\Dk\Desktop\SCI\DRL_PF\checkpoint_store\full_method_main\A_full_method.pt
A,A,full_method_main,15,20259337,1,0.9554,162.49196386111035,202,0.06403940886699508,coverage_reached,5.257425785064697,495.3861389160156,11.00990104675293,112.82192993164062,0.03830178827047348,0.6009102463722229,5.257425785064697,5.257425785064697,0.0,0.0,11.00990104675293,10.98019790649414,0.029702970758080482,0.029702970758080482,0.029702970758080482,5.0742573738098145,2.5058560371398926,149.41529719444375,-4.040000000000002,-1.3,-1.5833333333333335,0.0,20.0,1437.0,386.0,45.74113064461072,12.286761606694329,2.4573523213388633,48.19848296594958,141.79750499829333,7.617792196150485,0.05098401796328095,13.0,1.0,34.0,60.0,11.0,12.0,31.666666666666647,0.0,C:\Users\Dk\Desktop\SCI\DRL_PF\checkpoint_store\full_method_main\A_full_method.pt
A,A,full_method_main,16,20259338,1,0.951,160.88034753952286,534,0.18691588785046728,coverage_reached,5.411984920501709,443.2415771484375,10.529962539672852,95.53968048095703,0.01499401219189167,0.19928431510925293,5.411984920501709,5.411984920501709,0.0,0.0,10.529962539672852,10.520599365234375,0.009363295510411263,0.00561797758564353,0.00561797758564353,4.342696666717529,2.1684389114379883,156.24368087285836,-10.679999999999861,-1.8000000000000005,-2.88333333333333,0.0,20.0,1515.0,342.0,48.223947756844304,10.886198107485647,2.1772396214971277,50.401187378341426,149.4942380462174,6.749442826641104,0.04319818112921562,18.0,291.0,364.0,128.0,27.0,9.0,57.666666666666714,0.0,C:\Users\Dk\Desktop\SCI\DRL_PF\checkpoint_store\full_method_main\A_full_method.pt
A,A,full_method_main,17,20259339,1,0.9508,162.96797713736055,316,0.07570977917981073,coverage_reached,7.0981011390686035,365.246826171875,11.21202564239502,61.38937759399414,0.02281925641000271,0.27544349431991577,7.0981011390686035,7.0981011390686035,0.0,0.0,11.21202564239502,11.21202564239502,0.0,0.0,0.0,3.4556961059570312,1.7530403137207031,150.95464380402842,-6.319999999999953,-0.6,-1.0666666666666678,0.0,20.0,1458.0,359.0,46.40958140559667,11.427324913998094,2.2854649827996183,48.69504638839634,143.86970235734984,7.084941446678819,0.046934239769904566,6.0,103.0,152.0,50.0,10.0,2.0,21.333333333333336,0.0,C:\Users\Dk\Desktop\SCI\DRL_PF\checkpoint_store\full_method_main\A_full_method.pt
A,A,full_method_main,18,20259340,1,0.9529,174.5768754719904,153,0.03896103896103896,coverage_reached,5.156862735748291,502.601318359375,12.333333015441895,109.11203002929688,0.045633070170879364,0.6007997393608093,5.156862735748291,5.156862735748291,0.0,0.0,12.333333015441895,12.30718994140625,0.026143791154026985,0.026143791154026985,0.026143791154026985,5.967320442199707,2.71391224861145,158.98687547199026,-3.0600000000000023,-0.6,-0.7500000000000006,0.0,20.0,1544.0,336.0,49.14704642677729,10.695212175775366,2.139042435155074,51.28608886193235,152.3558439230096,6.631031548980729,0.04170804369414102,6.0,0.0,16.0,30.0,3.0,6.0,15.000000000000005,0.0,C:\Users\Dk\Desktop\SCI\DRL_PF\checkpoint_store\full_method_main\A_full_method.pt
A,A,full_method_main,19,20259341,1,0.9516,169.1338367615128,259,0.1076923076923077,coverage_reached,5.065637111663818,613.061767578125,13.231659889221191,138.83644104003906,0.02867298759520054,0.31333890557289124,5.065637111663818,5.065637111663818,0.0,0.0,13.231659889221191,13.181467056274414,0.050193049013614655,0.04247104376554489,0.04247104376554489,5.5559844970703125,2.9230847358703613,156.48050342817905,-5.1799999999999775,-1.2,-0.9666666666666677,0.0,20.0,1513.0,364.0,48.16028577960753,11.586479857089987,2.317295971417997,50.477581751025504,149.29688591678325,7.183617511395791,0.045907428427292264,12.0,60.0,103.0,43.0,3.0,6.0,19.333333333333336,0.0,C:\Users\Dk\Desktop\SCI\DRL_PF\checkpoint_store\full_method_main\A_full_method.pt
A,A,full_method_main,20,20259342,1,0.9542,154.7801081151617,425,0.107981220657277,coverage_reached,4.604705810546875,562.9199829101562,9.545882225036621,131.80970764160156,0.018636789172887802,0.2598128020763397,4.604705810546875,4.604705810546875,0.0,0.0,9.545882225036621,9.515294075012207,0.030588235706090927,0.01882352866232395,0.01882352866232395,4.618823528289795,2.231316566467285,145.33010811516078,-8.499999999999908,-0.6,-1.45,0.0,20.0,1405.0,339.0,44.722539008822594,10.79070514163051,2.158141028326101,46.880680037148714,138.63987092734996,6.690237187810919,0.04603476371537214,6.0,154.0,243.0,68.0,11.0,4.0,28.999999999999975,0.0,C:\Users\Dk\Desktop\SCI\DRL_PF\checkpoint_store\full_method_main\A_full_method.pt
A,A,full_method_main,21,20259343,1,0.95,172.62491306419125,227,0.07017543859649122,coverage_reached,7.0,388.2907409667969,14.308369636535645,78.29862976074219,0.03615131601691246,0.4659839868545532,7.0,7.0,0.0,0.0,14.308369636535645,14.224669456481934,0.08370044082403183,0.06607929617166519,0.06607929617166519,5.308370113372803,2.5494236946105957,159.38157973085822,-4.539999999999991,-0.7999999999999999,-1.4166666666666672,0.0,20.0,1543.0,361.0,49.115215438158884,11.490986891234847,2.29819737824697,51.413412816405874,152.25716785829246,7.124411872565609,0.04470034670629032,8.0,20.0,63.0,64.0,13.0,4.0,28.333333333333336,0.0,C:\Users\Dk\Desktop\SCI\DRL_PF\checkpoint_store\full_method_main\A_full_method.pt
A,A,full_method_main,22,20259344,1,0.9505,156.124686321173,263,0.10606060606060606,coverage_reached,4.46768045425415,517.6311645507812,10.083650588989258,120.63416290283203,0.02298612892627716,0.31535524129867554,4.46768045425415,4.46768045425415,0.0,0.0,10.083650588989258,10.083650588989258,0.0,0.0,0.0,4.095057010650635,2.325855255126953,143.00135298784022,-5.259999999999976,-0.6,-1.0166666666666675,0.0,20.0,1384.0,326.0,44.05408824783662,10.376902289591582,2.0753804579183157,46.12946870575494,136.56767356829354,6.433679419546784,0.04499033949765392,6.0,91.0,119.0,45.0,6.0,5.0,20.333333333333325,0.0,C:\Users\Dk\Desktop\SCI\DRL_PF\checkpoint_store\full_method_main\A_full_method.pt
A,A,full_method_main,23,20259345,1,0.9518,161.69908103928665,164,0.07272727272727272,coverage_reached,3.8658535480499268,353.7682800292969,9.713414192199707,94.18659210205078,0.04074719175696373,0.6627588272094727,3.8658535480499268,3.8658535480499268,0.0,0.0,9.713414192199707,9.658536911010742,0.05487804859876633,0.03658536449074745,0.03658536449074745,5.609755992889404,2.619105339050293,147.14574770595328,-3.2800000000000025,-1.0999999999999999,-1.0666666666666673,0.0,20.0,1431.0,301.0,45.55014471290048,9.5811275741321,1.9162255148264196,47.46637022772685,141.2054486099914,5.940299095961903,0.040370171673819746,11.0,6.0,20.0,41.0,11.0,6.0,21.333333333333336,0.0,C:\Users\Dk\Desktop\SCI\DRL_PF\checkpoint_store\full_method_main\A_full_method.pt
A,A,full_method_main,24,20259346,1,0.9507,165.9080092097139,205,0.0825242718446602,coverage_reached,6.565853595733643,423.94146728515625,12.843902587890625,80.66558074951172,0.03299596533179283,0.5348223447799683,6.565853595733643,6.565853595733643,0.0,0.0,12.843902587890625,12.829268455505371,0.014634146355092525,0.009756097570061684,0.009756097570061684,4.507317066192627,2.3921127319335938,152.69134254304728,-4.1000000000000005,-1.4000000000000001,-1.2833333333333334,0.0,20.0,1473.0,372.0,46.88704623487237,11.841127766037019,2.3682255532074037,49.255271788079774,145.3498433281044,7.341499214942951,0.04808065141527723,14.0,16.0,45.0,46.0,7.0,12.0,25.666666666666657,0.0,C:\Users\Dk\Desktop\SCI\DRL_PF\checkpoint_store\full_method_main\A_full_method.pt
A,A,full_method_main,25,20259347,1,0.9526,168.66258965227996,187,0.05851063829787234,coverage_reached,4.930481433868408,362.4705810546875,10.352941513061523,75.29075622558594,0.04343555495142937,0.6097173690795898,4.930481433868408,4.930481433868408,0.0,0.0,10.352941513061523,10.352941513061523,0.0,0.0,0.0,4.443850040435791,2.1518335342407227,154.58592298561308,-3.740000000000003,-0.9999999999999999,-1.1833333333333345,0.0,20.0,1497.0,348.0,47.650989961713464,11.077184039195924,2.215436807839184,49.866426769552646,147.71806888131178,6.867854104301471,0.044427422443508245,10.0,2.0,20.0,55.0,10.0,3.0,23.66666666666667,0.0,C:\Users\Dk\Desktop\SCI\DRL_PF\checkpoint_store\full_method_main\A_full_method.pt
A,A,full_method_main,26,20259348,1,0.9517,162.34342653059483,154,0.03225806451612903,coverage_reached,6.590909004211426,464.7597351074219,11.551947593688965,86.39494323730469,0.03903466463088989,0.5546854138374329,6.590909004211426,6.590909004211426,0.0,0.0,11.551947593688965,11.551947593688965,0.0,0.0,0.0,3.8181817531585693,1.9479213953018188,146.57342653059482,-3.0800000000000023,-0.5,-0.6500000000000004,0.0,20.0,1421.0,322.0,45.231834826716664,10.249578335118066,2.0499156670236127,47.281750493740276,140.2186879628217,6.354738567773201,0.04335532516493874,5.0,0.0,17.0,29.0,2.0,4.0,13.000000000000004,0.0,C:\Users\Dk\Desktop\SCI\DRL_PF\checkpoint_store\full_method_main\A_full_method.pt
A,A,full_method_main,27,20259349,1,0.9515,166.0509367852363,204,0.06341463414634146,coverage_reached,3.4803922176361084,509.191162109375,8.676470756530762,184.98788452148438,0.033557869493961334,0.5453165769577026,3.4803922176361084,3.4803922176361084,0.0,0.0,8.676470756530762,8.617647171020508,0.05882352963089943,0.04901960864663124,0.04901960864663124,5.299019813537598,3.1417951583862305,151.230936785236,-4.080000000000001,-0.4,-0.7000000000000002,0.0,20.0,1469.0,318.0,46.75972228039885,10.122254380644545,2.02445087612891,48.784173156527764,144.95513906923642,6.27579771599962,0.041498107790682526,4.0,21.0,56.0,30.0,8.0,2.0,14.000000000000002,0.0,C:\Users\Dk\Desktop\SCI\DRL_PF\checkpoint_store\full_method_main\A_full_method.pt
A,A,full_method_main,28,20259350,1,0.9509,160.08478477478218,420,0.1330166270783848,coverage_reached,3.4785714149475098,407.797607421875,8.492856979370117,123.19698333740234,0.018831659108400345,0.2856297791004181,3.4785714149475098,3.4785714149475098,0.0,0.0,8.492856979370117,8.466666221618652,0.02619047649204731,0.02142857201397419,0.02142857201397419,3.9833333492279053,2.6542460918426514,152.4347847747831,-8.39999999999991,-2.0000000000000004,-1.95,0.0,20.0,1481.0,319.0,47.14169414381944,10.154085369262937,2.0308170738525857,49.172511217672046,146.13925184584022,6.295532928943023,0.0412998446400829,20.0,193.0,258.0,83.0,10.0,12.0,38.999999999999986,0.0,C:\Users\Dk\Desktop\SCI\DRL_PF\checkpoint_store\full_method_main\A_full_method.pt
A,A,full_method_main,29,20259351,1,0.9513,167.53235470102194,191,0.005208333333333333,coverage_reached,4.460732936859131,460.47119140625,9.795811653137207,130.43736267089844,0.03598437458276749,0.4826415777206421,4.460732936859131,4.460732936859131,0.0,0.0,9.795811653137207,9.712041854858398,0.08376963436603546,0.07329843193292618,0.07329843193292618,4.931937217712402,2.5552544593811035,152.11902136768884,-3.820000000000003,0.0,-0.766666666666667,0.0,20.0,1475.0,333.0,46.950708212109106,10.599719209920234,2.119943841984046,49.070652054093166,145.54719545753835,6.571825910150545,0.04320186818889465,0.0,18.0,34.0,36.0,10.0,0.0,15.333333333333337,0.0,C:\Users\Dk\Desktop\SCI\DRL_PF\checkpoint_store\full_method_main\A_full_method.pt
A,A,full_method_main,30,20259352,1,0.9507,163.1419787790099,174,0.03428571428571429,coverage_reached,7.7011494636535645,593.27587890625,13.241379737854004,120.61627960205078,0.042901456356048584,0.6032627820968628,7.7011494636535645,7.7011494636535645,0.0,0.0,13.241379737854004,13.103447914123535,0.13793103396892548,0.1034482792019844,0.1034482792019844,4.655172348022461,2.2892403602600098,148.1719787790098,-3.4800000000000026,-0.6,-0.9500000000000008,0.0,20.0,1431.0,353.0,45.55014471290044,11.236338982287823,2.247267796457562,47.79741250935802,141.20544860999135,6.9665301690184505,0.04701651571656905,6.0,0.0,9.0,42.0,5.0,5.0,19.000000000000004,0.0,C:\Users\Dk\Desktop\SCI\DRL_PF\checkpoint_store\full_method_main\A_full_method.pt
A,A,full_method_main,31,20259353,1,0.9519,157.71076821523312,585,0.27303754266211605,coverage_reached,8.779487609863281,373.6700744628906,13.729914665222168,53.77684783935547,0.014617129229009151,0.20755256712436676,8.779487609863281,8.779487609863281,0.0,0.0,13.729914665222168,13.692307472229004,0.03760683909058571,0.017094017937779427,0.017094017937779427,3.162393093109131,1.6965807676315308,156.46076821523573,-11.69999999999984,-3.600000000000002,-3.4499999999999957,0.0,20.0,1510.0,378.0,48.06479281375239,12.0321136977473,2.4064227395494604,50.47121555330189,149.00085772263245,7.459910492603326,0.0476791120080727,36.0,337.0,417.0,138.0,31.0,19.0,68.99999999999996,0.0,C:\Users\Dk\Desktop\SCI\DRL_PF\checkpoint_store\full_method_main\A_full_method.pt
A,A,full_method_main,32,20259354,1,0.9512,164.0979450650096,201,0.04950495049504951,coverage_reached,3.044776201248169,423.86566162109375,8.388059616088867,139.38665771484375,0.030448662117123604,0.5676994323730469,3.044776201248169,3.044776201248169,0.0,0.0,8.388059616088867,8.283581733703613,0.10447761416435242,0.08955223858356476,0.08955223858356476,5.537313461303711,2.822636604309082,149.21794506500976,-4.020000000000002,-0.30000000000000004,-0.8000000000000006,0.0,20.0,1448.0,321.0,46.09127151941289,10.21774734649968,2.0435494692999363,48.134820988712825,142.88294171018003,6.335003354829805,0.04245470175902658,3.0,27.0,50.0,36.0,6.0,3.0,16.000000000000007,0.0,C:\Users\Dk\Desktop\SCI\DRL_PF\checkpoint_store\full_method_main\A_full_method.pt
